num_of_run|moves_in_game|end|time
25239|77|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:34.294086
25240|98|[0, 0, 0, 1, 1, 0]|2020-05-25 11:44:35.172692
25241|89|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:36.119589
25242|61|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:36.881948
25243|98|[0, 0, 0, 1, 1, 0]|2020-05-25 11:44:37.920298
25244|99|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:38.922904
25245|56|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:39.463892
25246|95|[0, 0, 0, 1, 1, 1]|2020-05-25 11:44:40.316454
25247|93|[0, 0, 0, 1, 1, 0]|2020-05-25 11:44:41.200591
25248|94|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:42.074232
25249|59|[1, 0, 0, 0, 0, 0]|2020-05-25 11:44:42.700981
25250|56|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:43.260036
25251|152|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:44.873188
25252|102|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:45.798635
25253|116|[1, 0, 0, 0, 0, 0]|2020-05-25 11:44:47.335142
25254|80|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:48.064066
25255|69|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:48.680875
25256|51|[0, 0, 0, 1, 1, 0]|2020-05-25 11:44:49.253047
25257|41|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:49.620176
25258|93|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:50.466866
25259|51|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:50.922884
25260|52|[0, 0, 0, 1, 1, 0]|2020-05-25 11:44:51.485118
25261|55|[0, 0, 0, 1, 1, 1]|2020-05-25 11:44:52.037302
25262|49|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:52.517596
25263|98|[0, 0, 0, 1, 1, 0]|2020-05-25 11:44:53.595313
25264|43|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:53.992450
25265|111|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:55.174744
25266|85|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:55.940766
25267|74|[0, 0, 0, 1, 1, 0]|2020-05-25 11:44:56.828027
25268|102|[1, 1, 0, 0, 0, 0]|2020-05-25 11:44:57.806512
25269|109|[1, 0, 0, 0, 0, 0]|2020-05-25 11:44:58.955462
25270|60|[0, 0, 0, 1, 0, 0]|2020-05-25 11:44:59.476398
25271|68|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:00.110145
25272|44|[1, 1, 1, 0, 0, 0]|2020-05-25 11:45:00.577540
25273|83|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:01.356341
25274|70|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:01.981424
25275|119|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:03.104553
25276|95|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:03.981466
25277|145|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:05.389764
25278|66|[1, 1, 1, 0, 0, 0]|2020-05-25 11:45:05.985412
25279|165|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:07.588368
25280|148|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:08.825801
25281|63|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:09.535779
25282|71|[0, 0, 0, 1, 1, 1]|2020-05-25 11:45:10.230044
25283|103|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:11.359650
25284|85|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:12.045074
25285|69|[1, 1, 1, 0, 0, 0]|2020-05-25 11:45:12.958195
25286|61|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:13.539623
25287|64|[0, 0, 0, 1, 1, 1]|2020-05-25 11:45:14.184537
25288|107|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:15.254396
25289|62|[1, 1, 1, 0, 0, 0]|2020-05-25 11:45:15.874443
25290|90|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:17.070444
25291|57|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:17.708949
25292|72|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:18.464282
25293|55|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:19.091114
25294|175|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:20.763218
25295|70|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:21.484957
25296|91|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:22.340796
25297|111|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:23.394414
25298|71|[1, 1, 1, 0, 0, 0]|2020-05-25 11:45:24.059938
25299|98|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:25.004353
25300|82|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:25.944995
25301|141|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:27.580008
25302|103|[0, 0, 0, 1, 1, 1]|2020-05-25 11:45:28.557949
25303|111|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:29.650061
25304|77|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:30.340770
25305|91|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:31.180441
25306|153|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:32.534159
25307|133|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:33.916937
25308|127|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:35.437889
25309|48|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:35.904786
25310|91|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:36.707401
25311|83|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:37.548650
25312|68|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:38.135755
25313|65|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:38.729428
25314|110|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:39.764467
25315|128|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:40.948907
25316|111|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:41.922975
25317|101|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:42.884802
25318|65|[1, 1, 1, 0, 0, 0]|2020-05-25 11:45:43.452239
25319|96|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:44.377027
25320|45|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:44.820401
25321|103|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:45.717823
25322|114|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:46.782715
25323|81|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:47.602462
25324|93|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:48.662373
25325|61|[1, 1, 1, 0, 0, 0]|2020-05-25 11:45:49.590932
25326|47|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:50.366952
25327|73|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:51.552326
25328|165|[1, 1, 0, 0, 0, 0]|2020-05-25 11:45:53.457776
25329|86|[0, 0, 0, 1, 1, 0]|2020-05-25 11:45:54.322013
25330|78|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:55.080153
25331|105|[1, 1, 1, 0, 0, 0]|2020-05-25 11:45:56.087026
25332|77|[0, 0, 0, 1, 1, 1]|2020-05-25 11:45:56.850823
25333|102|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:57.826359
25334|154|[0, 0, 0, 1, 0, 0]|2020-05-25 11:45:59.325543
25335|70|[1, 0, 0, 0, 0, 0]|2020-05-25 11:45:59.908180
25336|95|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:00.752888
25337|90|[0, 0, 0, 1, 1, 1]|2020-05-25 11:46:01.553154
25338|74|[1, 1, 1, 0, 0, 0]|2020-05-25 11:46:02.275661
25339|125|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:03.428288
25340|86|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:04.425428
25341|62|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:04.992709
25342|97|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:06.035681
25343|37|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:06.451061
25344|54|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:07.091663
25345|76|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:07.745123
25346|66|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:08.422772
25347|54|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:09.015706
25348|84|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:10.006765
25349|96|[1, 1, 1, 0, 0, 0]|2020-05-25 11:46:11.018256
25350|73|[1, 1, 1, 0, 0, 0]|2020-05-25 11:46:11.690086
25351|96|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:12.604238
25352|143|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:14.030949
25353|153|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:15.354494
25354|75|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:16.046819
25355|79|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:16.719569
25356|87|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:17.449620
25357|92|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:18.275894
25358|72|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:18.867090
25359|107|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:19.777866
25360|65|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:20.401763
25361|86|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:21.184392
25362|55|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:21.749005
25363|55|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:22.272425
25364|81|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:23.032608
25365|53|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:23.602610
25366|105|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:24.774077
25367|99|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:25.840882
25368|98|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:26.729988
25369|137|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:28.242249
25370|88|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:29.094415
25371|64|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:29.710633
25372|83|[0, 0, 0, 1, 1, 1]|2020-05-25 11:46:30.836049
25373|47|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:31.382810
25374|35|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:31.739464
25375|56|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:32.351115
25376|104|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:33.417642
25377|58|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:34.010068
25378|133|[0, 0, 0, 1, 1, 1]|2020-05-25 11:46:35.334684
25379|109|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:36.421438
25380|47|[1, 1, 1, 0, 0, 0]|2020-05-25 11:46:37.103594
25381|49|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:37.557813
25382|89|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:38.461781
25383|120|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:39.738468
25384|106|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:40.826446
25385|68|[0, 0, 0, 1, 1, 1]|2020-05-25 11:46:41.443044
25386|84|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:42.209666
25387|53|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:42.719708
25388|100|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:43.704862
25389|86|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:44.457770
25390|67|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:45.017884
25391|53|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:45.579624
25392|44|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:46.055369
25393|89|[1, 1, 1, 0, 0, 0]|2020-05-25 11:46:47.021325
25394|66|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:47.608145
25395|143|[0, 0, 0, 1, 1, 1]|2020-05-25 11:46:48.932132
25396|84|[1, 1, 1, 0, 0, 0]|2020-05-25 11:46:49.751835
25397|100|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:50.825445
25398|106|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:52.059438
25399|92|[1, 1, 1, 0, 0, 0]|2020-05-25 11:46:53.549492
25400|83|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:54.525039
25401|61|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:55.092931
25402|63|[1, 1, 0, 0, 0, 0]|2020-05-25 11:46:55.687657
25403|88|[1, 1, 1, 0, 0, 0]|2020-05-25 11:46:56.531890
25404|63|[1, 0, 0, 0, 0, 0]|2020-05-25 11:46:57.118009
25405|75|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:57.844505
25406|88|[0, 0, 0, 1, 0, 0]|2020-05-25 11:46:58.620969
25407|86|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:59.388585
25408|61|[0, 0, 0, 1, 1, 0]|2020-05-25 11:46:59.945410
25409|73|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:00.557550
25410|59|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:01.185046
25411|92|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:02.041109
25412|85|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:02.825954
25413|123|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:04.277199
25414|79|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:04.996896
25415|51|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:05.809017
25416|65|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:06.444135
25417|70|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:07.194924
25418|75|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:07.904517
25419|63|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:08.550296
25420|75|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:09.297228
25421|56|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:09.825382
25422|116|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:11.026235
25423|139|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:12.202204
25424|67|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:12.784563
25425|79|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:13.495029
25426|70|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:14.164754
25427|62|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:14.745071
25428|49|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:15.190229
25429|69|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:15.880750
25430|71|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:16.508280
25431|112|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:17.563973
25432|60|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:18.095729
25433|74|[0, 0, 0, 1, 1, 1]|2020-05-25 11:47:18.879515
25434|108|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:19.865014
25435|94|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:20.801053
25436|97|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:21.675934
25437|83|[0, 0, 0, 1, 1, 1]|2020-05-25 11:47:22.483064
25438|124|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:23.693982
25439|62|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:24.272759
25440|82|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:25.247853
25441|96|[0, 0, 0, 1, 1, 1]|2020-05-25 11:47:26.219496
25442|80|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:27.099942
25443|121|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:28.281174
25444|62|[0, 0, 0, 1, 1, 1]|2020-05-25 11:47:28.958980
25445|97|[1, 1, 1, 0, 0, 0]|2020-05-25 11:47:29.946740
25446|65|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:30.669079
25447|102|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:31.626101
25448|82|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:32.401482
25449|151|[1, 1, 1, 0, 0, 0]|2020-05-25 11:47:33.833311
25450|74|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:34.611315
25451|84|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:35.451082
25452|77|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:36.197778
25453|52|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:36.676914
25454|60|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:37.257547
25455|108|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:38.280376
25456|98|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:39.177070
25457|64|[0, 0, 0, 1, 1, 1]|2020-05-25 11:47:39.721979
25458|57|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:40.294437
25459|119|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:41.367766
25460|57|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:41.910230
25461|120|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:42.980599
25462|49|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:43.597810
25463|84|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:44.336278
25464|76|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:45.093840
25465|48|[1, 1, 1, 0, 0, 0]|2020-05-25 11:47:45.577890
25466|53|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:46.082902
25467|50|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:46.700778
25468|56|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:47.321936
25469|84|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:48.220866
25470|78|[1, 1, 1, 0, 0, 0]|2020-05-25 11:47:49.309600
25471|77|[0, 0, 0, 1, 1, 0]|2020-05-25 11:47:50.026276
25472|142|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:51.606437
25473|57|[1, 1, 1, 0, 0, 0]|2020-05-25 11:47:52.231003
25474|75|[0, 0, 0, 1, 1, 1]|2020-05-25 11:47:52.899560
25475|112|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:53.945015
25476|83|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:54.729495
25477|102|[0, 0, 0, 1, 0, 0]|2020-05-25 11:47:56.176338
25478|90|[0, 0, 0, 1, 1, 1]|2020-05-25 11:47:57.035479
25479|78|[1, 1, 0, 0, 0, 0]|2020-05-25 11:47:57.683776
25480|59|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:58.256634
25481|86|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:58.981764
25482|47|[1, 0, 0, 0, 0, 0]|2020-05-25 11:47:59.417923
25483|141|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:00.897138
25484|59|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:01.535541
25485|76|[1, 1, 1, 0, 0, 0]|2020-05-25 11:48:02.341834
25486|93|[1, 1, 1, 0, 0, 0]|2020-05-25 11:48:03.267136
25487|82|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:04.468642
25488|78|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:05.208238
25489|118|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:06.422318
25490|89|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:07.328848
25491|66|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:07.949036
25492|46|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:08.425055
25493|47|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:08.877676
25494|47|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:09.323273
25495|44|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:09.863848
25496|41|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:10.217697
25497|62|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:10.803921
25498|125|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:11.913897
25499|44|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:12.344895
25500|96|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:13.307725
25501|57|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:13.848135
25502|64|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:14.467939
25503|102|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:15.315680
25504|109|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:16.217329
25505|85|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:16.985977
25506|65|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:17.603035
25507|95|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:18.449968
25508|107|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:19.685405
25509|71|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:20.657453
25510|191|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:22.497005
25511|117|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:23.652555
25512|241|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:26.659902
25513|101|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:27.643576
25514|55|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:28.181979
25515|58|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:28.726879
25516|83|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:29.477901
25517|67|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:30.262337
25518|95|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:31.093898
25519|136|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:32.285330
25520|69|[0, 0, 0, 1, 1, 1]|2020-05-25 11:48:32.925921
25521|50|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:33.356185
25522|69|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:34.038722
25523|61|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:34.582612
25524|89|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:35.374309
25525|50|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:35.945331
25526|60|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:36.512518
25527|47|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:37.013313
25528|58|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:37.544288
25529|58|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:38.132679
25530|195|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:40.060018
25531|41|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:40.498999
25532|77|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:41.266261
25533|74|[1, 1, 1, 0, 0, 0]|2020-05-25 11:48:42.018589
25534|56|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:42.623927
25535|125|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:43.808063
25536|45|[1, 1, 0, 0, 0, 0]|2020-05-25 11:48:44.246615
25537|141|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:45.698923
25538|78|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:46.569210
25539|71|[0, 0, 0, 1, 1, 1]|2020-05-25 11:48:47.286442
25540|92|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:48.187470
25541|79|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:48.962009
25542|89|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:49.785492
25543|108|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:50.793549
25544|75|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:51.560835
25545|61|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:52.126586
25546|93|[1, 1, 1, 0, 0, 0]|2020-05-25 11:48:53.058339
25547|62|[1, 1, 1, 0, 0, 0]|2020-05-25 11:48:53.970482
25548|98|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:54.986957
25549|82|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:55.755251
25550|59|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:56.297664
25551|79|[0, 0, 0, 1, 0, 0]|2020-05-25 11:48:57.156469
25552|91|[1, 0, 0, 0, 0, 0]|2020-05-25 11:48:58.097113
25553|66|[0, 0, 0, 1, 1, 0]|2020-05-25 11:48:58.733619
25554|211|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:01.255795
25555|57|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:01.790233
25556|103|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:02.804205
25557|81|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:03.512441
25558|71|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:04.130386
25559|49|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:04.705029
25560|83|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:05.527487
25561|54|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:06.442102
25562|83|[1, 1, 1, 0, 0, 0]|2020-05-25 11:49:07.224213
25563|56|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:07.748534
25564|57|[0, 0, 0, 1, 1, 1]|2020-05-25 11:49:08.375169
25565|104|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:09.514842
25566|89|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:10.346999
25567|57|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:10.991473
25568|110|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:12.043769
25569|56|[0, 0, 0, 1, 1, 1]|2020-05-25 11:49:12.838064
25570|106|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:13.835045
25571|62|[0, 0, 0, 1, 1, 1]|2020-05-25 11:49:14.407085
25572|60|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:15.046458
25573|88|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:15.855890
25574|120|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:16.929472
25575|149|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:18.328254
25576|42|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:18.792768
25577|39|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:19.127915
25578|60|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:19.681903
25579|59|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:20.489633
25580|65|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:21.198432
25581|82|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:21.927494
25582|59|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:22.482274
25583|94|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:23.433080
25584|91|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:24.244316
25585|66|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:24.990347
25586|71|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:25.718216
25587|60|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:26.333956
